[2026-01-08T07:30:05.582Z] 开始监控: E:\WelineFramework\DEV-workspace\
[2026-01-08T07:30:12.228Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\metismenu\modules
[2026-01-08T07:30:12.228Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\moment\ender.js
[2026-01-08T07:30:12.228Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\moment\locale
[2026-01-08T07:30:12.228Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\moment\min
[2026-01-08T07:30:12.229Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\moment\moment.js
[2026-01-08T07:30:12.229Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\moment\package.js
[2026-01-08T07:30:12.230Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\node-waves\waves.min.css
[2026-01-08T07:30:12.230Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\node-waves\waves.min.js
[2026-01-08T07:30:12.230Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\parsleyjs\i18n
[2026-01-08T07:30:12.231Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\parsleyjs\parsley.min.js
[2026-01-08T07:30:12.231Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\pdfmake\build
[2026-01-08T07:30:12.231Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\pdfmake\webpack-standardfonts.config.js
[2026-01-08T07:30:12.231Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\raphael\dev
[2026-01-08T07:30:12.232Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\raphael\license.txt
[2026-01-08T07:30:12.232Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\raphael\raphael.min.js
[2026-01-08T07:30:12.233Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\raphael\raphael.no-deps.min.js
[2026-01-08T07:30:12.233Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\select2\css
[2026-01-08T07:30:12.233Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\select2\js
[2026-01-08T07:30:12.233Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\simplebar\simplebar.esm.js
[2026-01-08T07:30:12.234Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\simplebar\simplebar.min.css
[2026-01-08T07:30:12.234Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\simplebar\simplebar.min.js
[2026-01-08T07:30:12.234Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\slick-slider\slick
[2026-01-08T07:30:12.235Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\spectrum-colorpicker2\spectrum.min.css
[2026-01-08T07:30:12.235Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\spectrum-colorpicker2\spectrum.min.js
[2026-01-08T07:30:12.236Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\sweetalert2\sweetalert2.all.min.js
[2026-01-08T07:30:12.236Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\sweetalert2\sweetalert2.min.css
[2026-01-08T07:30:12.236Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\sweetalert2\sweetalert2.min.js
[2026-01-08T07:30:12.237Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\table-edits\build
[2026-01-08T07:30:12.237Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\table-edits\index.html
[2026-01-08T07:30:12.237Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\tinymce\changelog.txt
[2026-01-08T07:30:12.237Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\tinymce\icons
[2026-01-08T07:30:12.238Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\tinymce\jquery.tinymce.min.js
[2026-01-08T07:30:12.238Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\tinymce\license.txt
[2026-01-08T07:30:12.238Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\tinymce\plugins
[2026-01-08T07:30:12.238Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\tinymce\skins
[2026-01-08T07:30:12.239Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\tinymce\themes
[2026-01-08T07:30:12.239Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\tinymce\tinymce.min.js
[2026-01-08T07:30:12.239Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\twitter-bootstrap-wizard\bootstrap
[2026-01-08T07:30:12.240Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\twitter-bootstrap-wizard\index.html
[2026-01-08T07:30:12.241Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\twitter-bootstrap-wizard\jquery.bootstrap.wizard.min.js
[2026-01-08T07:30:12.241Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\twitter-bootstrap-wizard\MIT-LICENSE.txt
[2026-01-08T07:30:12.242Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\twitter-bootstrap-wizard\prettify.css
[2026-01-08T07:30:12.242Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\libs\twitter-bootstrap-wizard\prettify.js
[2026-01-08T07:30:12.243Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\scss\custom\components
[2026-01-08T07:30:12.243Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\scss\custom\fonts
[2026-01-08T07:30:12.243Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\scss\custom\pages
[2026-01-08T07:30:12.243Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\scss\custom\plugins
[2026-01-08T07:30:12.244Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\assets\scss\custom\structure
[2026-01-08T07:30:12.244Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\css\app.css
[2026-01-08T07:30:12.245Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\css\app.min.css
[2026-01-08T07:30:12.245Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\css\app.min.css.map
[2026-01-08T07:30:12.245Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\css\bootstrap.css
[2026-01-08T07:30:12.246Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\css\bootstrap.min.css
[2026-01-08T07:30:12.246Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\css\bootstrap.min.css.map
[2026-01-08T07:30:12.246Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\css\icons.css
[2026-01-08T07:30:12.247Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\css\icons.min.css
[2026-01-08T07:30:12.247Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\css\icons.min.css.map
[2026-01-08T07:30:12.248Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\dripicons-v2.eot
[2026-01-08T07:30:12.248Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\dripicons-v2.svg
[2026-01-08T07:30:12.249Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\dripicons-v2.ttf
[2026-01-08T07:30:12.249Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\dripicons-v2.woff
[2026-01-08T07:30:12.249Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-brands-400.eot
[2026-01-08T07:30:12.250Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-brands-400.svg
[2026-01-08T07:30:12.250Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-brands-400.ttf
[2026-01-08T07:30:12.250Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-brands-400.woff
[2026-01-08T07:30:12.251Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-brands-400.woff2
[2026-01-08T07:30:12.251Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-regular-400.eot
[2026-01-08T07:30:12.252Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-regular-400.svg
[2026-01-08T07:30:12.252Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-regular-400.ttf
[2026-01-08T07:30:12.252Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-regular-400.woff
[2026-01-08T07:30:12.253Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-regular-400.woff2
[2026-01-08T07:30:12.253Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-solid-900.eot
[2026-01-08T07:30:12.254Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-solid-900.svg
[2026-01-08T07:30:12.254Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-solid-900.ttf
[2026-01-08T07:30:12.254Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-solid-900.woff
[2026-01-08T07:30:12.255Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\fa-solid-900.woff2
[2026-01-08T07:30:12.255Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\materialdesignicons-webfont.eot
[2026-01-08T07:30:12.256Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\materialdesignicons-webfont.ttf
[2026-01-08T07:30:12.256Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\materialdesignicons-webfont.woff
[2026-01-08T07:30:12.257Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\materialdesignicons-webfont.woff2
[2026-01-08T07:30:12.257Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\summernote.eot
[2026-01-08T07:30:12.257Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\summernote.ttf
[2026-01-08T07:30:12.258Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\summernote.woff
[2026-01-08T07:30:12.258Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\themify.eot
[2026-01-08T07:30:12.259Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\themify.svg
[2026-01-08T07:30:12.259Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\themify.ttf
[2026-01-08T07:30:12.259Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\fonts\themify.woff
[2026-01-08T07:30:12.259Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\images\demo
[2026-01-08T07:30:12.260Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\images\favicon.ico
[2026-01-08T07:30:12.260Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\images\logo-dark.png
[2026-01-08T07:30:12.261Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\images\logo-light.png
[2026-01-08T07:30:12.261Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\images\logo-sm-light.png
[2026-01-08T07:30:12.261Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\images\logo-sm.png
[2026-01-08T07:30:12.262Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\js\app.js
[2026-01-08T07:30:12.262Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\libs\bootstrap
[2026-01-08T07:30:12.262Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\libs\jquery
[2026-01-08T07:30:12.262Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\libs\metismenu
[2026-01-08T07:30:12.263Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\libs\moment
[2026-01-08T07:30:12.263Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\libs\node-waves
[2026-01-08T07:30:12.263Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\libs\popper.js
[2026-01-08T07:30:12.263Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\х╕охКйцЦЗцбг\assets\libs\simplebar
[2026-01-08T07:30:12.263Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\css\app.css
[2026-01-08T07:30:12.264Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\css\app.min.css
[2026-01-08T07:30:12.264Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\css\app.min.css.map
[2026-01-08T07:30:12.264Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\css\bootstrap.css
[2026-01-08T07:30:12.265Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\css\bootstrap.min.css
[2026-01-08T07:30:12.265Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\css\bootstrap.min.css.map
[2026-01-08T07:30:12.265Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\css\icons.css
[2026-01-08T07:30:12.266Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\css\icons.min.css
[2026-01-08T07:30:12.266Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\css\icons.min.css.map
[2026-01-08T07:30:12.266Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\dripicons-v2.eot
[2026-01-08T07:30:12.267Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\dripicons-v2.svg
[2026-01-08T07:30:12.267Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\dripicons-v2.ttf
[2026-01-08T07:30:12.267Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\dripicons-v2.woff
[2026-01-08T07:30:12.268Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-brands-400.svg
[2026-01-08T07:30:12.268Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-brands-400.woff2
[2026-01-08T07:30:12.268Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-brands-400.eot
[2026-01-08T07:30:12.269Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-brands-400.ttf
[2026-01-08T07:30:12.269Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-regular-400.eot
[2026-01-08T07:30:12.270Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-brands-400.woff
[2026-01-08T07:30:12.270Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-regular-400.ttf
[2026-01-08T07:30:12.270Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-regular-400.svg
[2026-01-08T07:30:12.271Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-regular-400.woff
[2026-01-08T07:30:12.271Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-regular-400.woff2
[2026-01-08T07:30:12.272Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-solid-900.eot
[2026-01-08T07:30:12.272Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-solid-900.svg
[2026-01-08T07:30:12.272Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-solid-900.ttf
[2026-01-08T07:30:12.273Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-solid-900.woff
[2026-01-08T07:30:12.273Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\fa-solid-900.woff2
[2026-01-08T07:30:12.273Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\materialdesignicons-webfont.eot
[2026-01-08T07:30:12.274Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\materialdesignicons-webfont.ttf
[2026-01-08T07:30:12.274Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\materialdesignicons-webfont.woff
[2026-01-08T07:30:12.275Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\materialdesignicons-webfont.woff2
[2026-01-08T07:30:12.275Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\summernote.eot
[2026-01-08T07:30:12.275Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\summernote.ttf
[2026-01-08T07:30:12.276Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\summernote.woff
[2026-01-08T07:30:12.276Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\themify.eot
[2026-01-08T07:30:12.276Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\themify.svg
[2026-01-08T07:30:12.277Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\themify.ttf
[2026-01-08T07:30:12.277Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\fonts\themify.woff
[2026-01-08T07:30:12.277Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\images\demo
[2026-01-08T07:30:12.278Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\images\favicon.ico
[2026-01-08T07:30:12.278Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\images\logo-dark.png
[2026-01-08T07:30:12.278Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\images\logo-light.png
[2026-01-08T07:30:12.279Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\images\logo-sm-light.png
[2026-01-08T07:30:12.279Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\images\logo-sm.png
[2026-01-08T07:30:12.279Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\js\app.js
[2026-01-08T07:30:12.279Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\libs\bootstrap
[2026-01-08T07:30:12.280Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Bbs\view\statics\libs\Upzet\帮助文档\assets\libs\jquery
