Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,互补产品 (product.metafields.shopify--discovery--product_recommendation.complementary_products),相关产品 (product.metafields.shopify--discovery--product_recommendation.related_products),相关产品设置 (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
2019-us-flag-forever-stamps-booklet,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,19-GQZ*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_c494feda-65e3-4ec4-a261-bed21a6c83b9.jpg?v=1729505099,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-flag-forever-stamps-booklet,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,19-GQZ*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_fa239474-014d-4d0f-9931-0697710cc472.jpg?v=1729505099,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-flag-forever-stamps-booklet,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,19-GQZ*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_28bc3bab-114e-4141-99ea-3448f7767fda.jpg?v=1729505099,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-flag-forever-stamps-booklet,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,19-GQZ*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_d5a3b910-f246-40ba-9eb6-b062669f98eb.jpg?v=1729505099,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-flag-forever-stamps-booklet,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,19-GQZ*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_b90d74f7-419f-4061-99d0-820a0fa7a542.jpg?v=1729505099,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-flag-forever-stamps-coil,2019 U.S. Flag Forever Stamps Coil,"<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">For more than half a century, U.S. stamps have depicted the American flag in vivid red, white, and blue. This eye-catching new issuance continues that tradition with a striking graphic design of a flag. The digital illustration by Kit Hinrichs shows a flag with crisp folds and a contemporary look, with a shadow on the small, visible portion of the back to suggest a sense of depth.</p>
<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">Although the American flag had appeared on U.S. stamps as far back as 1869, usually as a small element in a larger vignette, it was only in 1957 that the Post Office Department developed a quick and economical way to produce bicolor or multicolor stamps that could depict the flag in its true red, white, and blue, thanks to a special press acquired from Switzerland by the Bureau of Engraving and Printing.</p>
<ul style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">
<li style=""box-sizing: border-box;"">In the decades since, multicolored flags have become a consistent motif on U.S. postage</li>
<li style=""box-sizing: border-box;"">Whether paired with famous landmarks, shown against inspiring vistas, placed in their historical context or used as a graphic element in a larger design, the flags on U.S. stamps connect us to our nation?¡¥s history and serve as icons of patriotism for generations to come.</li>
<li style=""box-sizing: border-box;"">Each order includes 100 stamps in each roll.</li>
</ul>
<p>?</p>",Hawk,,"","",true,Style,1 Coil of 100 (100 Stamps),,,,,,,,19-GQJ*1,0.0,shopify,995,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_9cc22bd2-b314-433c-9cc3-c431ce774c59.jpg?v=1729505087,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
2019-us-flag-forever-stamps-coil,,,,,,,,,3 Coils of 100 (300 Stamps),,,,,,,,19-GQJ*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_b72858b0-b114-4585-9aa7-623cd4fe7e68.jpg?v=1729505087,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-flag-forever-stamps-coil,,,,,,,,,5 Coils of 100 (500 Stamps),,,,,,,,19-GQJ*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_15262360-1c7a-4b10-b4ac-b60ea63e8397.jpg?v=1729505087,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-flag-forever-stamps-coil,,,,,,,,,10 Coils of 100 (1000 Stamps),,,,,,,,19-GQJ*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_99a909c9-98ca-4b40-b84b-f3f70d3ecd8c.jpg?v=1729505087,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-flag-forever-stamps-coil,,,,,,,,,50 Coils of 100 (5000 Stamps),,,,,,,,19-GQJ*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_183c3de5-d392-4647-b9bd-64d411472a49.jpg?v=1729505087,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-flag-forever-stamps-coil,,,,,,,,,100 Coils of 100 (10000 Stamps),,,,,,,,19-GQJ*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_7f021ba9-64ed-4e51-b773-b7358aa5d97d.jpg?v=1729505087,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-california-dogface-forever-stamps,2019 US California Dogface Forever Stamps,"<div style='font-family: ""Times New Roman""; margin: 0px; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'>
<div style=""margin: 0px; padding: 0px; border: 0px;"">
<span style=""font-weight: 700;"">Value:??</span><span style=""margin: 0px; padding: 0px; border: 0px;"">70?¨¦ Non-machineable surcharge rate<br></span>
</div>
<div style=""margin: 0px; padding: 0px; border: 0px;"">
<span style=""font-weight: 700;"">Issue Date:<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span></span>January 27, 2019</div>
<div style=""margin: 0px; padding: 0px; border: 0px;"">
<span style=""font-weight: 700;"">First Day City:<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span></span>Kansas City, MO</div>
<div style=""margin: 0px; padding: 0px; border: 0px;"">
<span style=""font-weight: 700;"">Type of Stamp:<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span></span>Definitive<span style=""font-weight: 700;""><span style=""margin: 0px; padding: 0px; border: 0px;""></span></span>
</div>
<div style=""margin: 0px; padding: 0px; border: 0px;"">
<span style=""font-weight: 700;"">Printed by:<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span></span>Banknote Corporation of America</div>
<div style=""margin: 0px; padding: 0px; border: 0px;"">
<span style=""font-weight: 700;"">Printing Method:<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span></span>Offset, Microprint</div>
<div style=""margin: 0px; padding: 0px; border: 0px;"">
<span style=""font-weight: 700;"">Format:<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span></span>Pane of 20</div>
<div style=""margin: 0px; padding: 0px; border: 0px;""><span style=""font-weight: 700;"">Self-Adhesive</span></div>
<div style=""margin: 0px; padding: 0px; border: 0px;"">
<span style=""font-weight: 700;"">Quantity Printed:<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span></span>100,000,000</div>
<div style=""margin: 0px; padding: 0px; border: 0px;"">?</div>
</div><p style='font-family: ""Times New Roman""; margin-bottom: 10px; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'>While many other butterfly species can be found across North America, the California dogface butterfly's range is limited to Central and Southern California. ?This led California to adopt the dogface butterfly as its official state insect in 1972.</p><p style='font-family: ""Times New Roman""; margin-bottom: 10px; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'>Commonly located in wooded areas of the Santa Ana Mountains, the California dogface is picky about its habitat.? Adult butterflies feed mainly on nectar from purple flowers like thistles.? Eggs are laid only on false indigo plants, with caterpillars feeding on the vegetation until they pupate.</p><p style='font-family: ""Times New Roman""; margin-bottom: 10px; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'>Male dogface butterflies' wings are yellow-orange with black sections on the upper pair (forewings) ¡§C a design that resembles a dog's face.? This earned the species its strange name. ?Females, on the other hand, are completely yellow with a single dark spot on each forewing.</p><p style='font-family: ""Times New Roman""; margin-bottom: 10px; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'>The California dogface butterfly's unique wing pattern makes it a sought-after species by many nature photographers. ?However, the california dogface flies exceptionally fast, making it difficult to spot one with its wings open long enough to take a photo.? These butterflies only remain still while they are drinking nectar ¡§C making them a rare and beautiful sight.</p>",Hawk,,"","",true,Style,5 Books of 20 (100 Stamps),,,,,,,,001-HHD*1,0.0,shopify,1000,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_a4fab860-de0c-4b1f-bcd1-1638c08cd0e8.jpg?v=1729505076,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
2019-us-california-dogface-forever-stamps,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,001-HHD*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_d8db309c-4239-4dce-8dcb-8595642f011a.jpg?v=1729505076,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-california-dogface-forever-stamps,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,001-HHD*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_a110756a-f049-4006-b3e1-10ff5d08f238.jpg?v=1729505076,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-california-dogface-forever-stamps,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,001-HHD*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_ee42c377-d87d-472b-b461-b4b65678429d.jpg?v=1729505076,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-california-dogface-forever-stamps,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,001-HHD*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_9bc71ea3-30d8-42f9-9098-bc83c73cc892.jpg?v=1729505076,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-california-dogface-forever-stamps,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,001-HHD*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_b3a71958-82ba-4275-bf62-136f957c2742.jpg?v=1729505076,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-frogs-forever-stamps,2019 US Frogs Forever Stamps,"<p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">Some of the world?¡¥s most fascinating amphibians will hop into the nation?¡¥s Post Offices on Tuesday, July 9,2019, when USPS releases its Frogs stamps.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">Frogs live on every continent except Antarctica. There are approximately 4,800 different species of frogs, including more than 90 species that live in the United States.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">Each stamp features one of four North American frogs:</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);""><span style=""border: 0px; font-family: inherit; font-style: inherit; font-weight: 700; margin: 0px; outline: 0px; padding: 0px; vertical-align: baseline;"">? The Pacific tree frog</span>?<em style=""border: 0px; font-family: inherit; font-weight: inherit; margin: 0px; outline: 0px; padding: 0px; vertical-align: baseline;"">(Pseudacris regilla)</em>: Known for its familiar ?¡ãrib-bit, rib-bit?¡À call, this frog is nicknamed the ?¡ãHollywood frog?¡À because it?¡¥s often featured in movies and television shows that call for nighttime scenes.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);""><span style=""border: 0px; font-family: inherit; font-style: inherit; font-weight: 700; margin: 0px; outline: 0px; padding: 0px; vertical-align: baseline;"">? The northern leopard frog?</span><em style=""border: 0px; font-family: inherit; font-weight: inherit; margin: 0px; outline: 0px; padding: 0px; vertical-align: baseline;"">(Rana pipiens)</em>: This frog is known for its highly distinctive rattle-like snoring noise, followed by several ?¡ãchuckling?¡À or ?¡ãclucking?¡À sounds.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);""><span style=""border: 0px; font-family: inherit; font-style: inherit; font-weight: 700; margin: 0px; outline: 0px; padding: 0px; vertical-align: baseline;"">? The American green tree frog?</span><em style=""border: 0px; font-family: inherit; font-weight: inherit; margin: 0px; outline: 0px; padding: 0px; vertical-align: baseline;"">(Hyla cinerea)</em>: Also called the rain frog or the cowbell frog, it?¡¥s usually noisy after a warm rain.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);""><span style=""border: 0px; font-family: inherit; font-style: inherit; font-weight: 700; margin: 0px; outline: 0px; padding: 0px; vertical-align: baseline;"">? The squirrel tree frog?</span><em style=""border: 0px; font-family: inherit; font-weight: inherit; margin: 0px; outline: 0px; padding: 0px; vertical-align: baseline;"">(Hyla squirella)</em>: Known for a raspy, quack-like call ?a much like the scolding noise of gray squirrels ?a this frog is found from southeastern Virginia through Florida and along the Gulf Coast to Texas.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">William J. Gicker designed the stamps based on digital illustrations by Nancy Stahl, who used a palette of green and brown colors to capture distinctive features of each frog.</p>",Hawk,,"","",false,Style,5 Books of 20 (100 Stamps),,,,,,,,19-QW*1,0.0,shopify,1000,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_8af50bde-68cd-4e88-8768-d7eb1cf33877.jpg?v=1729505065,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,archived
2019-us-frogs-forever-stamps,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,19-QW*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_8d6cda3f-4c4f-4e96-8b34-21b9334e71ff.jpg?v=1729505065,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-frogs-forever-stamps,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,19-QW*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_7dc930c6-5205-43ed-b29b-5946f8c299c1.jpg?v=1729505065,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-frogs-forever-stamps,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,19-QW*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_8086a766-65be-4973-9915-186ac12ac139.jpg?v=1729505065,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-frogs-forever-stamps,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,19-QW*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_3b45e84e-4ad9-4c32-a69a-21f1e25d7938.jpg?v=1729505065,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-frogs-forever-stamps,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,19-QW*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_869d8e00-2a10-459a-bfb7-0d19b1ac8b8d.jpg?v=1729505065,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-heart-blossom-forever-firstclass-postage-stamps-wedding,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,"<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">Many consider love to be the most powerful emotion we can experience. It can be romantic, platonic, familial, and much more. Every type of love has a measurable effect on how we live and experience the world around us. In fact, scientists have found that people in happy relationships (whether it be a marriage, friendship, or close-knit family) receive long-term physical benefits from feeling love.</p>
<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">In studies, it has been proven that love leads to fewer colds and less pain, meaning fewer doctor?¡¥s visits. Love also speeds up healing time from injuries, lowers blood pressure, and decreases anxiety. Overall, love helps reduce stress, which leads to a longer lifespan and an increase in general hapiness.</p>
<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">In a time when technology is becoming the preferred method of communication, the way people fall in love is changing. But no matter how unusual or unlikely the circumstances, falling in love will always be in style. It is amazing that a happy relationship with another person can have so many positive effects on the human body. And researchers say there are likely even more benefits they have not discovered yet. Love really is ?¡ãa many-splendored thing!?¡À</p>",Hawk,,"","",true,Style,5 Books of 20 (100 Stamps),,,,,,,,19-HX*1,0.0,shopify,1000,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_1463deca-6493-4a8c-b925-e4466030647d.jpg?v=1729505052,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
2019-us-heart-blossom-forever-firstclass-postage-stamps-wedding,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,19-HX*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_0718103f-3f13-4305-9f0b-dd1bf9af9021.jpg?v=1729505052,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-heart-blossom-forever-firstclass-postage-stamps-wedding,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,19-HX*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_bc0a3269-a922-4d03-b85a-b8aff8e773aa.jpg?v=1729505052,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-heart-blossom-forever-firstclass-postage-stamps-wedding,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,19-HX*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_3ea05ace-b0cd-4140-b387-88c4a23c5daf.jpg?v=1729505052,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-heart-blossom-forever-firstclass-postage-stamps-wedding,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,19-HX*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_ae572d94-0db0-43fc-bc28-89fed2cfd1f6.jpg?v=1729505052,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-heart-blossom-forever-firstclass-postage-stamps-wedding,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,19-HX*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_7603f716-fb5a-436b-814c-a23b25a86753.jpg?v=1729505052,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-holiday-wreaths-forever-firstclass-postage-stamps,2019 US Holiday Wreaths Forever First-Class Postage Stamps,"<div class=""mb3"" style=""box-sizing: border-box; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">
<div class=""dangerous-html mb3"" style=""box-sizing: border-box;"">Displayed on a door, in a window or over a mantel, wreaths are symbols of joy and celebration, inviting the spirit of the season into the home. Inspired by the holiday decorating traditions of early America, the four wreaths featured on these stamps are classic yet contemporary. Their designs create feelings of warmth and welcome. Wreaths are often made from materials easily found during the winter months, including pinecones, dried flowers and berries.</div>
</div>
<div class=""mb3"" style=""box-sizing: border-box; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">
<div class=""dangerous-html mb3"" style=""box-sizing: border-box;"">?</div>
</div>",Hawk,,"","",true,Style,5 Books of 20 (100 Stamps),,,,,,,,19-HQ*1,0.0,shopify,1000,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_59854573-a196-47ad-a5c2-9c7906cc26ba.jpg?v=1729505041,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
2019-us-holiday-wreaths-forever-firstclass-postage-stamps,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,19-HQ*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_5a8665a5-ede1-4481-8d06-bf5f398d953c.jpg?v=1729505041,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-holiday-wreaths-forever-firstclass-postage-stamps,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,19-HQ*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_75270740-7e6d-46bd-8711-0f4603fb5201.jpg?v=1729505041,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-holiday-wreaths-forever-firstclass-postage-stamps,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,19-HQ*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_09826bfe-6c44-4f3c-af88-c123eb35ab01.jpg?v=1729505041,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-holiday-wreaths-forever-firstclass-postage-stamps,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,19-HQ*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_2be9677b-c494-4d01-9a1c-f8b74fcd38f3.jpg?v=1729505041,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-holiday-wreaths-forever-firstclass-postage-stamps,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,19-HQ*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_bd0958db-7736-4974-bd58-92fe8bf61d58.jpg?v=1729505041,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-spooky-silhouettes-forever-stamps,2019 US Spooky Silhouettes Forever Stamps,"<p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">As the nation gears up for autumn traditions, the Postal Service will release its Spooky Silhouettes stamps Friday, Oct. 11,2019, in time for Halloween.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">The four stamps feature digital illustrations with Halloween motifs ?a including a cat, raven, ghosts, spider and bats ?a rendered as black silhouettes in windows that are backlit with eerily evocative shades of green, orange, red and purple.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">With a heritage dating back centuries and customs that vary widely by community, Halloween has long been a holiday that lets us delight in things that scare us. These new stamps offer fun, frightful scenes that symbolize this annual event.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">Halloween now inspires parades and carnivals, corn mazes and haunted houses, neighborhood and school parties, pumpkin festivals and more. No matter how or where people observe this ever-changing holiday in the 21st century, it remains an anticipated celebration of the macabre in the face of approaching winter.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">Tyler Lang created the artwork for the stamps, and Greg Breeding served as the art director and stamp designer.</p>",Hawk,,"","",false,Style,5 Books of 20 (100 Stamps),,,,,,,,003-WSYL*1,0.0,shopify,1000,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_af021565-0d17-46bb-9b0a-44ee84111fe4.jpg?v=1729505031,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,archived
2019-us-spooky-silhouettes-forever-stamps,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,003-WSYL*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_c860bb02-ffa0-4b8e-bbc0-d116d82e7b0c.jpg?v=1729505031,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2019-us-spooky-silhouettes-forever-stamps,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,003-WSYL*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_8b25ca75-b361-4b72-9f22-f0773191a99f.jpg?v=1729505031,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
